matrix_group,scale,instance_id,mode,baseline_name,candidate_name,seed_builder,initial_column_count,full_universe_column_count,full_universe_preloaded,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,official_lower_bound_source,official_lower_bound_scope,B0_direct_objective,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,root_lp_bound,root_lp_bound_official,root_bound_le_B0_objective,pricing_round_count,final_judge_call_count,candidate_negative_count,addable_negative_count,duplicate_in_current_master_count,in_pool_not_master_count,forbidden_signature_count,branch_filtered_count,cut_filtered_count,selected_count,selected_would_enter_master_count,selected_all_would_enter_master,added_to_master_count,added_column_count,duplicate_only_count,duplicate_only_audit_status,hidden_negative_count,replacement_only_round_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,product_exact_solution_scope,product_exact_solution_count,product_exact_objective,direct_dp_fallback_used,direct_dp_fallback_count,rmp_wall_time,worker_status,diagnostic_dual_source,diagnostic_rmp_iteration_id,diagnostic_dual_fingerprint,worker_wall_time,final_judge_wall_time,time_to_first_negative,time_to_first_addable_negative,labels_generated,labels_generated_before_first_negative,labels_generated_total,labels_extended,sortie_templates,journey_labels,candidate_sequences,path_option_assignments,resource_prune_count,time_window_prune_count,dominance_prune_count,bound_prune_count,bound_check_time,dominance_time,cache_hit_count,cache_miss_count,max_queue_size,peak_label_count,worker_call_count,worker_found_negative_count,worker_found_addable_negative_count,worker_no_column_uncertified_count,worker_incomplete_count,final_judge_saved_by_worker_count,exit_reason,exact_first_step_bound_pruning_enabled,exact_first_step_bound_evaluated_count,would_prune_count_if_enabled,completion_bound_pruning_enabled,proof_tail_kernel_profile_enabled,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit,certificate_scope_regression,objective_mismatch,improvement_reason
20-scale full normalized objective,20,lunar_ice_sp50_020_003_seed829003,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.581185,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5114.631224,179.732467728,7816.631558847,1680.0,False,2937.391256,108.128821,7919.488044,1183.472444,6213.315295,0.574311446,0.601609839,1.013158671,0.704447883,1.581185,1.581185,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,3.7e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_003_seed829003,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,23,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.581185,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5114.631224,179.732467728,7816.631558847,1680.0,False,2937.391256,108.128821,7919.488044,1183.472444,6213.315295,0.574311446,0.601609839,1.013158671,0.704447883,1.581185,1.581185,False,1.574544,True,True,6,6,0,0,0,0,0,0,0,0,0,True,1608,1608,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,144.413811,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_003_seed829003,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,1.581185,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5114.631224,179.732467728,7816.631558847,1680.0,False,2937.391256,108.128821,7919.488044,1183.472444,6213.315295,0.574311446,0.601609839,1.013158671,0.704447883,1.581185,1.581185,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,1.581185,True,1,,,,,,,,,,51441,,51441,0,0,17647,0,779539,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,1.9e-05,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_003_seed829003,B2A_full_universe_rc_audit_fast_path,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.581185,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5114.631224,179.732467728,7816.631558847,1680.0,False,2937.391256,108.128821,7919.488044,1183.472444,6213.315295,0.574311446,0.601609839,1.013158671,0.704447883,1.581185,1.581185,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,0.0,,,,,0.0,0.0,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,7.8e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b2a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_003_seed829003,B2B_seeded_tail_CG,B1B_seeded_root_CG,B2B_seeded_tail_CG,,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.581185,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5114.631224,179.732467728,7816.631558847,1680.0,False,2937.391256,108.128821,7919.488044,1183.472444,6213.315295,0.574311446,0.601609839,1.013158671,0.704447883,1.581185,1.581185,False,1.574825,False,True,8,8,10955,10955,0,0,0,0,0,401,401,True,401,401,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,22.159187,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,176.971488,Stopped after max_rounds=8; B2B root no-negative proof is incomplete.,,,False,,,,,,True,True,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_003_seed829003,B2B_R2_worker_before_final_judge,B1B_seeded_root_CG,B2B_R2_worker_before_final_judge,b2b_r2_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.581185,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5114.631224,179.732467728,7816.631558847,1680.0,False,2937.391256,108.128821,7919.488044,1183.472444,6213.315295,0.574311446,0.601609839,1.013158671,0.704447883,1.581185,1.581185,False,1.581185,False,True,8,2,3952,3952,0,0,0,0,0,200,200,True,168,168,0,,1238,0,True,True,0,,0,,False,0,0.035944,LOCAL_NO_COLUMN_UNCERTIFIED,master.reduced_cost_context,B2B_R2_worker_before_final_judge-root-8,c3de528f46fd48d8a5b60648542dd90a4600242b3a0393103f62196f9b3c7352,0.553981,43.20295,0.058873,0.058873,106831,473,106831,1622346,48538173,4830,35806,1622346,0,0,0,0,0.0,0.0,386,126,0,51441,8,7,7,1,0,6,WORKER_INCOMPLETE_LIMIT,False,106831,0,False,True,44.029007,Stopped after max_rounds=8; B2B_R2_worker_before_final_judge worker/final-judge root proof is incomplete.,,,False,,,,,,True,True,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_003_seed829003,B2B_R3_true_dual_negative_search_worker,B1B_seeded_root_CG,B2B_R3_true_dual_negative_search_worker,b2b_r3_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.581185,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5114.631224,179.732467728,7816.631558847,1680.0,False,2937.391256,108.128821,7919.488044,1183.472444,6213.315295,0.574311446,0.601609839,1.013158671,0.704447883,1.581185,1.581185,False,1.581185,False,True,8,2,3952,3952,0,0,0,0,0,200,200,True,168,168,0,,1238,0,True,True,0,,0,,False,0,0.036079,LOCAL_NO_COLUMN_UNCERTIFIED,master.reduced_cost_context,B2B_R3_true_dual_negative_search_worker-root-8,91eec27a6a10ee0f7113a4f1c5553e6bde3e4de7d4eb86219777e94150963faa,0.549882,43.349396,0.060243,0.060243,106831,473,106831,1622346,48538173,4830,35806,1622346,0,0,0,0,0.0,0.0,386,126,0,51441,8,7,7,1,0,6,WORKER_INCOMPLETE_LIMIT,False,106831,0,False,True,44.175522,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,,True,True,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_003_seed829003,B2C_limited_pricing_diagnostic,diagnostic_only_no_certificate,B2C_limited_pricing_diagnostic,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.581185,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5114.631224,179.732467728,7816.631558847,1680.0,False,2937.391256,108.128821,7919.488044,1183.472444,6213.315295,0.574311446,0.601609839,1.013158671,0.704447883,1.581185,1.581185,False,,False,,0,0,4,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000298,,master.reduced_cost_context,B2C_limited_pricing_diagnostic-diagnostic-root,a80eb2c66c59f29edb53ac1360bbda832deec475dbd888908e44249fcf070ebe,1.541178,0.0,1.541178,,344,344,344,0,1762,9,8,302636,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,False,1.558432,B2C_limited_pricing_diagnostic: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_003_seed829003,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.581185,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5114.631224,179.732467728,7816.631558847,1680.0,False,2937.391256,108.128821,7919.488044,1183.472444,6213.315295,0.574311446,0.601609839,1.013158671,0.704447883,1.581185,1.581185,False,,False,,0,0,4,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000368,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,1f2dc6b29fb039ed73c4c1eec2aa677ccee4525f9664edf97b09a3ab6a145b65,1.550522,0.0,1.550522,,344,344,344,0,1762,9,8,302636,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,1.566648,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_004_seed829004,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1.66182,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4687.420219,159.188279337,6072.417077391,1680.0,False,2883.495814,102.19426,6143.655195,997.964164,5443.152152,0.615156244,0.641971007,1.011731427,0.594026288,1.66182,1.66182,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,14.244057,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_004_seed829004,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.66182,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4687.420219,159.188279337,6072.417077391,1680.0,False,2883.495814,102.19426,6143.655195,997.964164,5443.152152,0.615156244,0.641971007,1.011731427,0.594026288,1.66182,1.66182,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,4.1e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_004_seed829004,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,23,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.66182,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4687.420219,159.188279337,6072.417077391,1680.0,False,2883.495814,102.19426,6143.655195,997.964164,5443.152152,0.615156244,0.641971007,1.011731427,0.594026288,1.66182,1.66182,False,1.660374,True,True,6,6,0,0,0,0,0,0,0,0,0,True,1434,1434,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,102.450406,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_004_seed829004,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,1.66182,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4687.420219,159.188279337,6072.417077391,1680.0,False,2883.495814,102.19426,6143.655195,997.964164,5443.152152,0.615156244,0.641971007,1.011731427,0.594026288,1.66182,1.66182,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,1.66182,True,1,,,,,,,,,,39593,,39593,0,0,12705,0,412773,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,2.1e-05,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_004_seed829004,B2A_full_universe_rc_audit_fast_path,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.66182,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4687.420219,159.188279337,6072.417077391,1680.0,False,2883.495814,102.19426,6143.655195,997.964164,5443.152152,0.615156244,0.641971007,1.011731427,0.594026288,1.66182,1.66182,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,0.0,,,,,0.0,0.0,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,7.1e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b2a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_004_seed829004,B2B_seeded_tail_CG,B1B_seeded_root_CG,B2B_seeded_tail_CG,,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.66182,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4687.420219,159.188279337,6072.417077391,1680.0,False,2883.495814,102.19426,6143.655195,997.964164,5443.152152,0.615156244,0.641971007,1.011731427,0.594026288,1.66182,1.66182,False,1.66182,False,True,8,8,13649,13649,0,0,0,0,0,512,512,True,512,512,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,14.569236,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,118.300367,Stopped after max_rounds=8; B2B root no-negative proof is incomplete.,,,False,,,,,,True,True,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_004_seed829004,B2B_R2_worker_before_final_judge,B1B_seeded_root_CG,B2B_R2_worker_before_final_judge,b2b_r2_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.66182,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4687.420219,159.188279337,6072.417077391,1680.0,False,2883.495814,102.19426,6143.655195,997.964164,5443.152152,0.615156244,0.641971007,1.011731427,0.594026288,1.66182,1.66182,False,1.66182,False,True,8,3,7517,7517,0,0,0,0,0,271,271,True,240,240,0,,1781,0,True,True,0,,0,,False,0,0.119138,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R2_worker_before_final_judge-root-8,5d423807311896413647bddaf0fef59b9b9b7244a5fb70091f739d52009ad9df,0.682472,42.938852,0.07124,0.07124,123966,605,123966,1304463,46072879,8403,38627,1304463,0,0,0,0,0.0,0.0,392,120,0,39593,8,7,7,1,0,5,WORKER_INCOMPLETE_LIMIT,False,123966,0,False,True,44.212701,Stopped after max_rounds=8; B2B_R2_worker_before_final_judge worker/final-judge root proof is incomplete.,,,False,,,,,,True,True,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_004_seed829004,B2B_R3_true_dual_negative_search_worker,B1B_seeded_root_CG,B2B_R3_true_dual_negative_search_worker,b2b_r3_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.66182,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4687.420219,159.188279337,6072.417077391,1680.0,False,2883.495814,102.19426,6143.655195,997.964164,5443.152152,0.615156244,0.641971007,1.011731427,0.594026288,1.66182,1.66182,False,1.66182,False,True,8,3,7517,7517,0,0,0,0,0,271,271,True,240,240,0,,1781,0,True,True,0,,0,,False,0,0.114802,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R3_true_dual_negative_search_worker-root-8,5682c97e4b938cb4190abd06b60e23fa39193d6c6d779b70a0379257cc0807c2,0.674154,42.90344,0.071159,0.071159,123966,605,123966,1304463,46072879,8403,38627,1304463,0,0,0,0,0.0,0.0,392,120,0,39593,8,7,7,1,0,5,WORKER_INCOMPLETE_LIMIT,False,123966,0,False,True,44.230086,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,,True,True,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_004_seed829004,B2C_limited_pricing_diagnostic,diagnostic_only_no_certificate,B2C_limited_pricing_diagnostic,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.66182,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4687.420219,159.188279337,6072.417077391,1680.0,False,2883.495814,102.19426,6143.655195,997.964164,5443.152152,0.615156244,0.641971007,1.011731427,0.594026288,1.66182,1.66182,False,,False,,0,0,5,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000304,,master.reduced_cost_context,B2C_limited_pricing_diagnostic-diagnostic-root,824d5bc71dd65a8f4f85ae433acb427f32dd7477f2897ce39494738ae30d0600,1.512383,0.0,1.512383,,599,599,599,0,3980,9,8,262922,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,False,1.530198,B2C_limited_pricing_diagnostic: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_004_seed829004,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.66182,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4687.420219,159.188279337,6072.417077391,1680.0,False,2883.495814,102.19426,6143.655195,997.964164,5443.152152,0.615156244,0.641971007,1.011731427,0.594026288,1.66182,1.66182,False,,False,,0,0,5,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.0003,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,f7f007ed00cd6df4f188dd4c9701be3f817c689f3bd1b349df6a240f97f2242b,1.49814,0.0,1.49814,,599,599,599,0,3980,9,8,262922,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,1.514957,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_005_seed829005,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1.611249,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4718.983366,175.138021846,5992.901006404,1680.0,False,2732.297314,108.673508,6168.869656,938.700212,5308.518684,0.57900126,0.620502087,1.029362849,0.558750126,1.611248,1.611249,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,35.087976,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_005_seed829005,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.611249,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4718.983366,175.138021846,5992.901006404,1680.0,False,2732.297314,108.673508,6168.869656,938.700212,5308.518684,0.57900126,0.620502087,1.029362849,0.558750126,1.611248,1.611249,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,3.7e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_005_seed829005,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,23,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.611249,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4718.983366,175.138021846,5992.901006404,1680.0,False,2732.297314,108.673508,6168.869656,938.700212,5308.518684,0.57900126,0.620502087,1.029362849,0.558750126,1.611248,1.611249,False,1.611249,True,True,7,7,0,0,0,0,0,0,0,0,0,True,1601,1601,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,278.409355,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_005_seed829005,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,1.611249,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4718.983366,175.138021846,5992.901006404,1680.0,False,2732.297314,108.673508,6168.869656,938.700212,5308.518684,0.57900126,0.620502087,1.029362849,0.558750126,1.611248,1.611249,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,1.611249,True,1,,,,,,,,,,79778,,79778,0,0,19130,0,1138547,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,2e-05,,,,False,,,,,,False,False,
